epoch	train_loss	val_loss
0	7.029920667972204	6.421731913531268
1	6.449961432870829	6.3908732025711625
2	6.437789795533666	6.420667718957971
3	6.353337827718483	6.348155975341797
4	6.397959533727394	6.340806660828767
5	6.322338621571379	6.45485062069363
6	6.370876105326526	6.360247912230315
7	6.2780572963210775	6.3484793415776
8	6.310650191217099	6.364175584581163
9	6.313431096526812	6.357953036272967
10	6.290058306927951	6.297285026974148
11	6.333944887485144	6.364468698148374
12	6.309716503575163	6.291566018705015
13	6.28359413596819	6.275400320688884
14	6.346499263115649	6.339388282210739
15	6.318080164351553	6.297328542779993
16	6.333635015307732	6.37887665077492
17	6.291052386445819	6.369785750353778
18	6.320402437785886	6.465880959122269
19	6.336149391138329	6.286592907375759
20	6.281688780154822	6.339715392501266
21	6.277600306384969	6.405226089336254
22	6.288606000396441	6.4671432530438455
23	6.2608131237749785	6.330591908207646
24	6.320319382649548	6.326526412257442
25	6.3185978745514495	6.213180594974094
26	6.341058924513043	6.207127783033583
27	6.234090247244205	6.4000282817416725
28	6.36252683063723	6.312007091663502
29	6.240773785789058	6.336736308203803
30	6.315605051112625	6.271556077180086
31	6.283016915591258	6.370421338964392
32	6.312407376631251	6.202683749022307
33	6.27047295390435	6.424359816092032
34	6.270131677951452	6.197566756495723
35	6.3081355994602415	6.306239799216941
36	6.294307533300148	6.325318583735713
37	6.296652420511785	6.260601820769133
38	6.362510478721474	6.227449222847268
39	6.307787877208781	6.326865990956624
40	6.332897793571904	6.270760324266222
41	6.278982225454079	6.293440854107892
42	6.259609114448979	6.473561763763428
43	6.357740861064983	6.292804347144233
44	6.271573790964091	6.393453651004368
45	6.280705020112811	6.39595201280382
46	6.278473755098739	6.310156875186497
47	6.300667650294754	6.348780278806333
48	6.294163789389269	6.357380301864059
49	6.342107615380917	6.414697382185194
50	6.287308841381433	6.238139752988462
51	6.269223019761859	6.2076327182628495
52	6.237606709858157	6.476008256276448
53	6.26804004975085	6.410709857940674
54	6.253035842247729	6.295541145183422
55	6.277019590701697	6.379097867895056
56	6.246344278443535	6.092097794568097
57	6.229985223626191	6.235170152452257
58	6.20739646677701	6.351100656721327
59	6.227081469769748	6.199490988696063
60	6.30801170726992	6.199360035083912
61	6.265583663616541	6.346730320541947
62	6.291120200786951	6.226896533259639
63	6.250663464924075	6.435992576457836
64	6.266405200058559	6.270851258878355
65	6.2618464343952684	6.385908762613933
66	6.25029054227865	6.281741407182482
67	6.246858452850917	6.230026139153375
68	6.287142911047305	6.267128785451253
69	6.208983727221219	6.293599994094284
70	6.255855186930242	6.366401354471843
71	6.247771717467398	6.392235879544859
72	6.244680850010998	6.277477070137307
73	6.232584705892599	6.245162981527823
74	6.317518108295944	6.219373084880687
75	6.286022024334602	6.394549793667263
76	6.267084319636507	6.323273888340703
77	6.215168903458793	6.36939020510073
78	6.320658823229232	6.31770082756325
79	6.267944003051182	6.309711262031838
80	6.231794397785978	6.20528378310027
81	6.273467230346967	6.266695110886185
82	6.274037127224904	6.253513901321976
83	6.265688644265229	6.298538702505606
84	6.285297960605261	6.323820308402732
85	6.30324765871156	6.242629369099935
86	6.20102985400074	6.361987944002505
87	6.289368773406407	6.396703048988625
88	6.253056202294691	6.29042316366125
89	6.279504749010194	6.12685814610234
90	6.192151951340009	6.290524323781331
91	6.230561112457851	6.398329628838433
92	6.240998164662775	6.360347341608118
93	6.270261764526367	6.2684540571989835
94	6.2595117452009665	6.325055669855188
95	6.304485334540313	6.310588236208315
96	6.213873386383057	6.415862101095694
97	6.325124205283399	6.443442485950611
98	6.242719839204033	6.315024040363453
99	6.236521091101305	6.302185447127731
100	6.265624361218147	6.306448106412534
101	6.244631200466516	6.398800514362477
102	6.25558030380393	6.25982196242721
103	6.260463219768596	6.302155989187735
104	6.228602791732213	6.197238674870244
105	6.319228361237724	6.162779560795537
106	6.245093147709684	6.273083121688278
107	6.323719906357099	6.3454706403944225
108	6.317873459941936	6.274727856671369
109	6.283927409154065	6.452660684232359
110	6.277245116683672	6.272021682174118
111	6.272923069180183	6.361559232076009
112	6.239027477660269	6.407874478234185
113	6.266302581103343	6.321397498801902
114	6.223823947726555	6.127504825592041
115	6.297647930541128	6.346813696402091
116	6.302660415757377	6.226548936631945
117	6.261450178218338	6.320078072724519
118	6.261908306265777	6.236340522766113
119	6.213703083542158	6.320246007707384
120	6.2479167794281585	6.273672209845649
121	6.250880362852564	6.187349725652624
122	6.3237640272896245	6.296582133681686
123	6.284191774872114	6.235493200796622
124	6.318176512448293	6.393143918779161
125	6.2580761864500225	6.278831693861219
126	6.263797422624984	6.237268165305808
127	6.215667679624738	6.395079630392569
128	6.235542252378644	6.279097027248806
129	6.240600334023529	6.320387522379558
130	6.315602657929906	6.450854036543104
131	6.270759006716171	6.2849233062179
132	6.308960095891413	6.26667923397488
133	6.281200062553838	6.310569515934697
134	6.245188357695094	6.308660524862784
135	6.254835002827194	6.396743244594997
136	6.256614334178421	6.194218423631456
137	6.249216651016811	6.180317154637089
138	6.2244368139302955	6.290886578736482
139	6.293667096012044	6.322852081722683
140	6.248409941511334	6.432546650921857
141	6.317241016423927	6.345039350015146
142	6.214574116580891	6.351830535464817
143	6.263167088886477	6.353838390774197
144	6.22401479505143	6.187192157462791
145	6.249566087182963	6.276691648695204
146	6.258657554410538	6.342281694765444
147	6.270055869840226	6.2024670177035865
148	6.220444598287906	6.359621966326678
149	6.198695443711191	6.290951534553811
150	6.2118192033947635	6.22677668818721
151	6.248620253688884	6.299794709240949
152	6.303506149435943	6.266274646476463
153	6.27868545730159	6.374375926123725
154	6.244184066664498	6.240822120949074
155	6.24640062620055	6.3397443382828325
156	6.291472286548254	6.285307071827076
157	6.292613492821747	6.25806024339464
158	6.325440046922216	6.285752843927454
159	6.261150701990667	6.2932468873483165
160	6.299406582454465	6.276087284088135
161	6.258950908229036	6.375425780261004
162	6.214487831547575	6.238639813882333
163	6.311231248783615	6.210040869536223
164	6.271041888111043	6.278908870838307
165	6.292113376113604	6.294867127029984
166	6.313639951202105	6.314804783573857
167	6.195881182292722	6.310897420953821
168	6.265592395134692	6.289428075154622
169	6.280704732211131	6.274563347851789
170	6.302232085533862	6.32132065737689
171	6.316969178757578	6.161081066838017
172	6.29022567677048	6.28301316720468
173	6.2124155377441985	6.433650758531359
174	6.25781463227182	6.156712885256167
175	6.265973158602445	6.3848710236725985
176	6.256831484020881	6.249646893254033
177	6.195015250511889	6.285131401485867
178	6.258516941430433	6.3236114890487105
179	6.284202602674377	6.30280641273216
180	6.224754495440789	6.370822288371898
181	6.212848591354658	6.390172093002884
182	6.246157830616213	6.337786727481419
183	6.251286443674339	6.329581384305601
184	6.290779055289502	6.366604857974583
185	6.2505865726830825	6.224691302688034
186	6.219990734784108	6.469856421152751
187	6.2995666153026075	6.401775872265851
188	6.277301860305498	6.33299481427228
189	6.337241897043192	6.352622049826163
190	6.315149491687991	6.269551400785093
191	6.256658864471148	6.192989331704599
192	6.227326811484571	6.315773275163439
193	6.227661209286384	6.339606744271737
194	6.29216820338987	6.2580361719484685
195	6.262385111934734	6.3211643430921765
196	6.278904001667814	6.243108131267406
197	6.319354992992473	6.163668367597792
198	6.255125176231816	6.2866451651961714
199	6.292366428195305	6.40542584878427
200	6.2855261181885345	6.329707551885535
201	6.255108387965076	6.183865670804624
202	6.318855168684474	6.330274140393293
203	6.239415092288323	6.251367621951633
204	6.305078097109525	6.31903851473773
205	6.258167532255065	6.291852509533918
206	6.233839484880555	6.236261420779758
207	6.273908021315089	6.118237265834102
208	6.244385219969839	6.186786545647515
209	6.307701479713872	6.321260063736527
210	6.234119743671057	6.373708566029866
211	6.250829467233622	6.343830444194652
212	6.214103217394847	6.290380389602096
213	6.231885734594093	6.329224039007117
214	6.233716110013566	6.3404130935668945
215	6.281334728564856	6.19057070767438
216	6.276152273394027	6.290552333549217
217	6.278163469062661	6.237254354688856
218	6.301366855513375	6.28717365971318
219	6.287190846677096	6.2654317926477505
220	6.2536051858146235	6.302059297208433
221	6.221679660509217	6.189558011514169
222	6.273486078910108	6.1985823843214245
223	6.2154960722293495	6.274290120160138
224	6.22576301952578	6.250870598687066
225	6.2546489463662205	6.272176936820701
226	6.231591746492206	6.2693999078538685
227	6.295003454640226	6.234555244445801
228	6.247380917927004	6.215789335745352
229	6.318560825203949	6.258168909284803
230	6.284464588705099	6.319236649407281
231	6.3116351523489325	6.264631695217556
232	6.296143959153373	6.1799989276462135
233	6.302657136377299	6.348035512147127
